image_id,method,surface_idx,on_surface_idx,surface_hex,on_surface_hex,surface_lab,on_surface_lab,role_pair_contrast,role_pair_aa,any_pair_aa,best_any_pair_contrast,best_any_pair_hex_a,best_any_pair_hex_b,wcag_replacement_applied,wcag_guaranteed,effective_mode
coco_000000544811,median_cut,0,1,#000000,#a6b3c6,"[0.0, 0.0, 0.0]","[72.511, -0.556, -11.155]",9.8849,True,True,9.8849,#000000,#a6b3c6,False,True,dark
coco_000000553339,dsp,0,1,#ececec,#0f110b,"[93.398, 0.007, 0.003]","[4.757, -1.748, 2.565]",16.0822,True,True,16.0822,#ececec,#0f110b,False,True,light
coco_000000553339,kmeans_lab,0,1,#dddddd,#22281c,"[88.115, 0.007, 0.003]","[15.177, -5.495, 7.042]",11.1367,True,True,11.1367,#dddddd,#22281c,False,True,light
coco_000000553339,kmeans_rgb,1,0,#e6e6e6,#253019,"[91.293, 0.007, 0.003]","[18.265, -9.762, 13.229]",11.1027,True,True,11.1027,#253019,#e6e6e6,False,True,light
coco_000000553339,median_cut,4,0,#eeeeee,#202c18,"[94.098, 0.007, 0.003]","[16.377, -9.798, 11.364]",12.6142,True,True,12.6142,#202c18,#eeeeee,False,True,light
coco_000000554735,dsp,2,1,#f6de9f,#2e1405,"[89.082, -0.578, 33.953]","[9.736, 11.757, 12.777]",13.0232,True,True,13.0232,#2e1405,#f6de9f,False,True,light
coco_000000554735,kmeans_lab,0,3,#d3b06e,#643519,"[73.562, 4.244, 38.409]","[27.643, 18.471, 26.321]",4.9416,True,True,4.9416,#d3b06e,#643519,False,True,light
coco_000000554735,kmeans_rgb,0,4,#d8b776,#653316,"[75.93, 3.362, 37.379]","[27.276, 19.967, 27.669]",5.3741,True,True,5.3741,#d8b776,#653316,False,True,light
coco_000000554735,median_cut,4,1,#debf7b,#844622,"[78.591, 2.086, 38.31]","[36.746, 23.444, 32.653]",4.1122,False,False,4.1122,#844622,#debf7b,False,True,light
coco_000000575372,dsp,1,4,#c9d9e7,#070b0b,"[85.913, -2.58, -8.685]","[2.788, -1.052, -0.371]",13.7158,True,True,13.7158,#c9d9e7,#070b0b,False,True,light
coco_000000575372,kmeans_lab,4,3,#a2bad2,#262d25,"[74.478, -2.931, -14.784]","[17.564, -5.004, 4.164]",7.0668,True,True,7.0668,#262d25,#a2bad2,False,True,light
coco_000000575372,kmeans_rgb,1,3,#88aed0,#1f2720,"[69.513, -4.578, -21.363]","[14.661, -5.328, 3.463]",6.5814,True,True,6.5814,#88aed0,#1f2720,False,True,light
coco_000000575372,median_cut,4,1,#9cbad5,#313a2f,"[74.183, -4.052, -16.899]","[23.285, -6.336, 5.599]",5.8519,True,True,5.8519,#313a2f,#9cbad5,False,True,light
